,,mean,mean,mean,mean,std,std,std,std
lung-cancer,beta2,0.958315789474,0.0315404611489,0.117930487789,0.001618295958,0.0433697089273,0.0205094887337,0.0653654771148,4.78441966417e-05
lung-cancer,isotonic,0.955210526316,0.0323340559831,0.119212936006,0.00136362019124,0.0445658893294,0.020687529956,0.0656991636363,4.70971040589e-05
lung-cancer,sigmoid,0.955210526316,0.0321953756758,0.119269567403,0.00164283881562,0.0445658893294,0.0205882489875,0.0657357985881,0.000194148113623
mfeat-karhunen,None,0.99315,0.00581815924491,0.0615963422687,2.84891951557,0.00415914286696,0.00290507264119,0.0571899567989,0.0122915085434
mfeat-karhunen,beta,0.9935,0.00549799854884,0.0265285601901,0.0320070269068,0.00377964473009,0.00260903746783,0.0129852433652,0.00136866001732
mfeat-karhunen,beta05,0.99335,0.0054992479941,0.0258885628897,0.0309324985888,0.00396444658618,0.00257344362075,0.0119514535567,0.000407201012958
mfeat-karhunen,beta2,0.9935,0.00554031132905,0.0267598210579,0.031298027745,0.00353553390593,0.00248137869856,0.0125069149116,0.00179527818903
mfeat-karhunen,isotonic,0.9934,0.00563868904938,0.0481330004498,0.0301677118078,0.00387166578082,0.0026350193491,0.0468332880389,0.000480794279989
mfeat-karhunen,sigmoid,0.99325,0.00590799565713,0.0316752020306,0.0309219616496,0.00404849430313,0.00292368058761,0.0134600470873,0.000791549152206
mfeat-morphological,None,0.998,0.00186391267194,0.0424026268976,0.838163271241,0.00208248281959,0.0018951003812,0.0613883539283,0.0109750637771
mfeat-morphological,beta,0.998,0.00196951284347,0.0139000702919,0.0202565128889,0.00208248281959,0.00189519631439,0.0164723547088,0.000990957867539
mfeat-morphological,beta05,0.998,0.00182077619912,0.0126742724442,0.0190464925335,0.00208248281959,0.00186717873202,0.0165444037041,0.000203232044423
mfeat-morphological,beta2,0.99795,0.00197423903395,0.0140435920457,0.0192647337541,0.00206340811795,0.00189228881463,0.0160676153583,0.000727874406623
mfeat-morphological,isotonic,0.99785,0.00217848623934,0.0281328730114,0.0183168916029,0.00202093633583,0.00178130805185,0.0439582105375,0.00033012893628
mfeat-morphological,sigmoid,0.998,0.00197544294046,0.0145788068506,0.0191569080241,0.00208248281959,0.00192313956771,0.0162807554474,0.000537456347272
mfeat-zernike,None,0.99065,0.00745731445817,0.0946673005186,2.40176884419,0.0052199089053,0.00391738829949,0.0752258809075,0.0167020667897
mfeat-zernike,beta,0.99145,0.00705506875509,0.0318748367094,0.0289150100066,0.00446328560226,0.00314369988304,0.0143525186684,0.000477607104149
mfeat-zernike,beta05,0.99095,0.00710928231137,0.0315303048247,0.0279801371856,0.00507318882932,0.00330323299134,0.0141155316784,0.000907799713227
mfeat-zernike,beta2,0.99135,0.00704834792188,0.0313881627561,0.0279222592839,0.00463488326252,0.00311935851106,0.0138233818127,0.000430700889312
mfeat-zernike,isotonic,0.9916,0.00724526811906,0.0632207823495,0.0273822616788,0.00467734444107,0.00324067576557,0.043886875457,0.000927258605636
mfeat-zernike,sigmoid,0.99065,0.00761129646402,0.0385026860068,0.0279367886282,0.00486580110652,0.00378890276361,0.0173985697692,0.000715263937127
mushroom,None,0.999987684729,3.78985504492e-05,0.000245502916406,1.20209424403,8.70821159096e-05,8.66559589892e-05,0.000291762121083,0.0112163378744
mushroom,beta,1.0,2.10218910363e-05,0.00014740161904,0.0482869947486,0.0,6.36255732314e-05,0.000294522157802,0.00141300596186
mushroom,beta05,0.999987684729,3.35563864493e-05,0.000189114139181,0.0474923521665,8.70821159096e-05,8.78160822714e-05,0.000342995832822,0.00131650810472
mushroom,beta2,1.0,2.49849791441e-05,0.000162841059525,0.0474752262191,0.0,6.94636508006e-05,0.000314612280548,0.00125206818494
mushroom,isotonic,1.0,1.53914764714e-05,8.54306094934e-05,0.0454518875831,0.0,5.51166760328e-05,0.00027894683026,0.00191069539361
mushroom,sigmoid,0.999987684729,1.63340738226e-05,8.21537872598e-05,0.0477042951711,8.70821159096e-05,5.89615633858e-05,0.000261519886789,0.00225367597915
optdigits,None,0.989236211127,0.00840365821561,0.0350302513016,1.32467072065,0.00249817429008,0.00180815916153,0.00936835716395,0.0173122257795
optdigits,beta,0.989236305939,0.00839141948728,0.0329786087699,0.0566624758386,0.00251742238043,0.00169875325072,0.00586749624593,0.000979124342461
optdigits,beta05,0.989253656722,0.00837810024998,0.0329448090017,0.055787639623,0.00239276175844,0.00167798066939,0.00585896933321,0.000590545698675
optdigits,beta2,0.989235658862,0.00844543660856,0.0333897790731,0.0559456594995,0.0023815869834,0.00159749010032,0.00600879522267,0.00131248617986
optdigits,isotonic,0.989271687879,0.00848608006654,0.0439369022039,0.0543992405193,0.0026934551989,0.00173684779348,0.0206377414447,0.000979131910089
optdigits,sigmoid,0.989165066778,0.00876309197191,0.0402583103741,0.0554567215751,0.00248832967861,0.00200772926126,0.00795729780034,0.000433882149388
page-blocks,None,0.96515731626,0.0267792626847,0.0928164324949,1.33498746173,0.00481019708273,0.00374398578392,0.0144699078356,0.00919489942795
page-blocks,beta,0.964683080258,0.0264352775803,0.0894690270359,0.030675708592,0.00511778206654,0.00324946215164,0.0103044674344,0.00108080703927
page-blocks,beta05,0.96512070298,0.0265534327002,0.0900138236173,0.0302588734369,0.0049385248253,0.00322254423044,0.0102270464,0.00170629013865
page-blocks,beta2,0.965029545337,0.0263821804256,0.0898297033318,0.0298765672841,0.00498667701735,0.00330604348793,0.0104377835563,0.00122940676258
page-blocks,isotonic,0.965523715882,0.0262792207222,0.0981514369254,0.0287132207797,0.00515394395586,0.00317873758012,0.027607240358,0.00146893377599
page-blocks,sigmoid,0.964499914419,0.028269208234,0.109266223667,0.0296375087665,0.0054886493553,0.00401228282559,0.013463689622,0.00132157840247
pendigits,None,0.993986809958,0.0045187581532,0.0169609924605,1.39165468603,0.00109882735445,0.000765438722259,0.003238465015,0.0157337042443
pendigits,beta,0.994114239804,0.00451799867332,0.0169518766993,0.0629078873095,0.00121910883097,0.000740570320055,0.00267339741305,0.00415325494182
pendigits,beta05,0.994023243987,0.00457680407175,0.0170860134197,0.0610794512581,0.00115745235399,0.000740153353715,0.00265655548977,0.00329731700499
pendigits,beta2,0.994032376204,0.00456396159046,0.017252097919,0.0577052154428,0.00125075579347,0.00073289264444,0.0027454039372,0.00282025673128
pendigits,isotonic,0.994023247907,0.00460674394573,0.0228095177746,0.0587256153675,0.00113533252403,0.000739777794629,0.00896319942701,0.00333589061835
pendigits,sigmoid,0.99414142154,0.00464572898908,0.0206437893975,0.0529061904518,0.00124458592127,0.000896208253589,0.00400878622855,0.000431537722712
scene-classification,None,0.841296213585,0.114557496478,0.384021225,10.6690013958,0.0155374260744,0.00855406648322,0.0299546426744,0.0326880225365
scene-classification,beta,0.838013622783,0.114934436375,0.364410745012,0.0772044987257,0.0147982470948,0.00603067859959,0.0159364300167,0.00197339535597
scene-classification,beta05,0.839718760693,0.114993481718,0.365156901305,0.0764726501428,0.0159890352605,0.00608779592726,0.0164007342954,0.00169817902262
scene-classification,beta2,0.838552783792,0.115147583923,0.36485808493,0.0765956141702,0.0144622094299,0.00586306297828,0.0157682467143,0.00213913120721
scene-classification,isotonic,0.838468587084,0.114898965615,0.376166549561,0.0759278835462,0.0154761840604,0.00611900351003,0.037560868953,0.00188546701607
scene-classification,sigmoid,0.839841336988,0.11626092481,0.378142927169,0.0763986384085,0.0146166663268,0.00712205250114,0.0174824297708,0.0027847359696
segment,None,0.997575757576,0.00212664857157,0.0196425696831,1.31658201536,0.00221428741991,0.00168167980328,0.0286099698362,0.0118083784661
segment,beta,0.997402597403,0.00209661932912,0.0102866543486,0.025627974205,0.00231395014643,0.00147561851813,0.00891900374559,0.000318724154571
segment,beta05,0.997705627706,0.00205449115096,0.0102359305134,0.025183329057,0.00197558847804,0.00150452472698,0.00862665107304,0.00149152808574
segment,beta2,0.997532467532,0.00206416698212,0.0100062240496,0.0249274798583,0.00223020691654,0.00147505522973,0.0085849411709,0.000998912535284
segment,isotonic,0.997489177489,0.00211814266855,0.0228231233886,0.023985196969,0.00228735213468,0.00151178743249,0.0337510267849,0.000504776890425
segment,sigmoid,0.997619047619,0.00218482135064,0.0129181063908,0.0248676758865,0.00219738256085,0.00170535331805,0.0104885664316,0.000994758936909
shuttle,None,0.999946798223,4.82527658628e-05,0.000350811908984,6.06153899865,6.28155624392e-05,4.9707895432e-05,0.00128649891864,0.0406648223929
shuttle,beta,0.999944828168,5.01009600112e-05,0.000302857791626,0.294498544329,6.26574948072e-05,4.79118836013e-05,0.000677958967748,0.00702595513098
shuttle,beta05,0.999946798272,5.07531227611e-05,0.00030567287168,0.330595429432,6.35989986785e-05,4.82075524074e-05,0.000673246904969,0.0117012025552
shuttle,beta2,0.999944827731,5.21493526284e-05,0.00030440526789,0.324442729341,6.42190754178e-05,4.81103190412e-05,0.00064569865898,0.0113580259403
shuttle,isotonic,0.999947783979,4.79297366285e-05,0.000517087825318,0.29309968355,6.40417870912e-05,5.05834123556e-05,0.00141620733085,0.0107466458022
shuttle,sigmoid,0.999950739692,4.7541808444e-05,0.000361816935432,0.287546870563,6.44950251421e-05,5.47953000499e-05,0.00053432158452,0.00730073908323
sonar,None,0.825920373822,0.133692949923,0.933864243193,1.29937043841,0.0633411329839,0.0419531706391,0.510937304407,0.0134963789838
sonar,beta,0.828742673473,0.12565198922,0.399272382823,0.0163700073553,0.0605714570317,0.0276706941677,0.0680224064432,0.000370676457429
sonar,beta05,0.829194554736,0.125285475908,0.398181919473,0.0155867193514,0.0637835967665,0.0270743723302,0.0658634063517,0.000352423138753
sonar,beta2,0.83160089674,0.125388058646,0.397975464767,0.0157019414653,0.0649312080419,0.0267281566853,0.0652167989861,0.00113046049848
sonar,isotonic,0.818557923453,0.129045233185,0.485092112188,0.0152998272352,0.0592364705046,0.0300635154688,0.321186564658,0.000171282371891
sonar,sigmoid,0.825420414337,0.134819458281,0.437112215829,0.0157480747849,0.0639343958946,0.0285508770078,0.0669291404348,0.00132102873032
spambase,None,0.943708487368,0.0444654753605,0.162397805464,1.46672037769,0.00711820140294,0.00442564173061,0.0185025403872,0.0127271883604
spambase,beta,0.943578525022,0.0447701340892,0.162211849614,0.0458509125742,0.00735673435527,0.00423846685531,0.0160003261194,0.00148993070911
spambase,beta05,0.943708298332,0.0448457658477,0.162494745625,0.0452220694138,0.00712972265496,0.00426367552457,0.0160447930044,0.00114221147726
spambase,beta2,0.943751823903,0.0447733695107,0.162545188969,0.0451280785481,0.00719154529055,0.0042572168005,0.0161138782126,0.00127980628643
spambase,isotonic,0.943425949227,0.0445048209307,0.17294870903,0.0440602487128,0.0069758611109,0.0044025528389,0.034554515727,0.000799324304991
spambase,sigmoid,0.943534668637,0.0446336894189,0.16706087637,0.0448860300029,0.0073536413907,0.0050146333485,0.0161279946176,0.00109147542225
tic-tac,None,0.839131152285,0.117715875422,0.378751691366,1.07656201228,0.0213018517658,0.00952903067175,0.0212795601962,0.0112328355693
tic-tac,beta,0.838307050769,0.107474134611,0.333280820372,0.0176660303449,0.0267840071176,0.0132848055416,0.0341894510502,0.000848867298285
tic-tac,beta05,0.841636088919,0.111425750579,0.345218981194,0.0170462017413,0.020882303819,0.0124787487388,0.0323401246949,0.0006423333084
tic-tac,beta2,0.838098166409,0.107536171305,0.333287678699,0.017112663143,0.0273072781719,0.0132590308117,0.0338889034674,0.000935233783659
tic-tac,isotonic,0.837779155816,0.107747576298,0.339893029546,0.0165774926874,0.027217769017,0.0128668167403,0.0597744570448,0.000186024308146
tic-tac,sigmoid,0.83840958131,0.108260990277,0.33851610885,0.0169741468672,0.0268031098355,0.013768606865,0.0353545005321,0.000767825156206
vehicle,None,0.978141536994,0.0170172288624,0.077429980077,0.743526368006,0.00905890500822,0.00634744336499,0.0466208227754,0.0130576411853
vehicle,beta,0.978495207165,0.0173462655235,0.0679352213375,0.018171334736,0.00863194937174,0.00542656437928,0.0209364079032,0.000278248527236
vehicle,beta05,0.978498713004,0.017239836935,0.0673242510993,0.017540962351,0.00947657716977,0.00555198565376,0.020545447139,0.00057719474648
vehicle,beta2,0.979437833488,0.0172034873702,0.066685184829,0.017529905407,0.00859315102014,0.00513079081861,0.0196547198451,0.000338776942833
vehicle,isotonic,0.977187755038,0.0179848904072,0.131736500568,0.0171502437522,0.00937938959137,0.00558640839157,0.127399403816,0.000570935740307
vehicle,sigmoid,0.978615605763,0.017643370323,0.0775041502299,0.0173585261969,0.00933749889601,0.00629482597023,0.0228737667823,0.00024646448816
vowel,None,0.97404040404,0.0199125941592,0.076325351318,0.455586794615,0.00859827881647,0.00640424153434,0.0406033830041,0.0096960803865
vowel,beta,0.976262626263,0.0190311023041,0.0705822839619,0.017982477207,0.00885125840288,0.00608187632371,0.0214274846736,0.000360969017622
vowel,beta05,0.97404040404,0.0200357618953,0.072672903152,0.0173967636544,0.00889584349666,0.0056959133652,0.0195418839374,0.000935567140724
vowel,beta2,0.975353535354,0.0196456429787,0.0718059109803,0.0172351379552,0.00955218999332,0.00573749092176,0.0198377153248,0.000424113069306
vowel,isotonic,0.976262626263,0.0189192354045,0.094217003039,0.0168041566172,0.00890987664879,0.00605339108173,0.0911477167258,0.000334422095167
vowel,sigmoid,0.974545454545,0.0201507149221,0.0850281392956,0.017161577804,0.00853447219776,0.00656957218882,0.0256387188533,0.000735143014461
waveform-5000,None,0.886757887898,0.0790876002347,0.253018511245,2.53762355074,0.00989459453871,0.00568950075005,0.017921160974,0.013958604714
waveform-5000,beta,0.887058387958,0.0788012389773,0.251755669047,0.0436096029832,0.00937970100723,0.00488862181653,0.0132707221819,0.00216290585975
waveform-5000,beta05,0.886698187798,0.0789600052899,0.252035262649,0.0424396093122,0.00970284306223,0.00495925649424,0.013411654797,0.00104702248355
waveform-5000,beta2,0.886738047938,0.0789496225281,0.252203551323,0.0424397872086,0.00969102455675,0.00489120909672,0.0132896484202,0.00122216308093
waveform-5000,isotonic,0.886798127698,0.0792068101526,0.263776190616,0.0413538461538,0.00894702252515,0.00480051581119,0.0245708371253,0.00119197249712
waveform-5000,sigmoid,0.887218408138,0.0807786912878,0.271389147774,0.0422286960538,0.00961993961829,0.00585761283275,0.015975624137,0.00160196326115
wdbc,None,0.968717198923,0.0238219728527,0.25624443649,0.694765525735,0.0173832711739,0.0118177021585,0.2296870018,0.0119214718491
wdbc,beta,0.969229703732,0.0230427010014,0.0891399714757,0.0182648637553,0.0167730677866,0.0105361765544,0.0355320465117,0.000294660075906
wdbc,beta05,0.969583686033,0.0226233096153,0.088157468993,0.0174568105233,0.0163992807927,0.0104542927894,0.0350135208371,0.000186968164275
wdbc,beta2,0.968884955752,0.0228542385627,0.0890819609793,0.0174867176408,0.016939790453,0.0105390819506,0.0356558950919,0.000366937766242
wdbc,isotonic,0.969769911504,0.0237187968324,0.14228527202,0.0171620978088,0.0168159361929,0.010613132337,0.158375776571,0.000478488695496
wdbc,sigmoid,0.969595998461,0.0245706822654,0.106968789325,0.0174338071535,0.0171160197241,0.0113450164441,0.0371027336259,0.000332934168952
wpbc,None,0.777823211876,0.175187290214,1.09592297522,0.676985426182,0.0466356920259,0.0325194248415,0.456845275001,0.0119391048524
wpbc,beta,0.768019568151,0.163918384411,0.505485595692,0.0161526179846,0.0302900538645,0.013861458527,0.0386301709021,0.00117382850642
wpbc,beta05,0.773097840756,0.168220757388,0.515917826201,0.0150187680676,0.0427188464217,0.0158422318823,0.0442862660233,0.000569758654768
wpbc,beta2,0.76354925776,0.164557378003,0.507124947913,0.0150406219531,0.0149704263972,0.0111961970689,0.0349871511322,0.000983196310827
wpbc,isotonic,0.774717273954,0.164136057531,0.511423749599,0.0147172952909,0.0401227273157,0.0179051539402,0.0647362690195,0.000295273629685
wpbc,sigmoid,0.763996626181,0.165332139354,0.50886115234,0.014864241118,0.0273136295197,0.0110667883123,0.0273963988218,0.000175296477049
yeast,None,0.729602863848,0.172637212331,0.510011949706,0.606786113819,0.0220826130998,0.00845209761143,0.0280652976432,0.0127723201734
yeast,beta,0.729607440698,0.172975044656,0.509009015487,0.0187556695917,0.0209818335087,0.00803250420681,0.0224409718983,0.000410121138089
yeast,beta05,0.730077706479,0.172995770509,0.509125072754,0.0181287901336,0.0222036366495,0.0079967916995,0.0226138202184,0.000367723718347
yeast,beta2,0.726707562145,0.173489610152,0.510097170851,0.0180237354818,0.0208550197511,0.00736554829974,0.021735401868,0.000527321474127
yeast,isotonic,0.730821995263,0.173468039711,0.542191707609,0.0176659858709,0.0217741625342,0.00884222827922,0.0882882931505,0.00048609404799
yeast,sigmoid,0.73055509647,0.173096391561,0.513788904328,0.0178813841706,0.021834604056,0.00922243799275,0.0223708795847,0.000277959224487
zoo,None,1.0,0.0160488851323,0.131932611408,0.00293651494157,0.0,0.00392398834089,0.0106754420102,0.000172895164129
zoo,beta,1.0,0.00179343703155,0.0126256841984,0.00164098458801,0.0,0.00342370145577,0.0196509647789,7.42617471691e-05
zoo,beta05,1.0,0.00179340265587,0.0126259366652,0.0012999024991,0.0,0.00342359621893,0.019651267901,9.74319360639e-05
zoo,beta2,1.0,0.00179343715998,0.0126257943479,0.00129518482407,0.0,0.00342368636529,0.0196509581934,5.48209145504e-05
zoo,isotonic,1.0,0.00179324667162,0.0126128049107,0.00104047826756,0.0,0.00342349702831,0.0196521459697,4.49490966602e-05
zoo,sigmoid,1.0,0.00179344513553,0.0126252957306,0.00123999247362,0.0,0.00342374434649,0.0196504165423,6.79370142301e-05
